priority,kind,page,line,target,alt,nav_rank,status,reason,capture_instruction,lead_in_to_delete
P2,arcade,content_management/workflow_management/editorial_workflow.md,32,6ADNUCnEPbEa6MAqWI9u,Assign an article to review,24,removed,"All 29 Arcade embeds are being removed; the embed follows the 'For more information, see Work with versions' cross-reference and has no introducing sentence.",,
P2,image,content_management/workflow_management/view_workflow_list.md,9,img/workflow_panel.png,Workflow in Admin Panel,25,done,"Line 7 says to view workflows 'in the Admin panel by selecting Workflow', but the Admin panel is reached through an unlabeled gear icon at the bottom of the icon rail, so the shot supplies a non-obvious navigation path; the current image is dominated by the old ibexa wordmark and needs human annotation for badges 1-2 (Snagit unavailable).","Click the gear (Admin) icon at the bottom of the left icon rail, then select Workflow in the Admin menu. Crop from the top bar down the full height of the Admin menu so the gear icon, the menu with Workflow selected and the List (1) table with the 'Quick Review' row and its Limitations column are all visible; exclude the browser chrome. Annotation: badge 1 on the gear icon, badge 2 on the Workflow menu entry, plus #FF4713 rectangles around both - needs human annotation.",
P2,image,content_management/workflow_management/view_workflow_list.md,13,img/workflow_diagram.png,Workflow diagram,25,done,"Line 11 says only 'You can preview a diagram of the workflow'; the generated stage/transition diagram and the Workflow information block above it are visual content that the sentence cannot convey, and the current capture shows the old ibexa wordmark.","Admin > Workflow > click 'Quick Review' and stay on the Details tab. Crop from the top bar down to the bottom of the rendered diagram so the breadcrumb, the Details / Content under review tabs, the Workflow information block (Name, Limitations, Stages) and the Draft -> Quick review diagram are all visible; exclude the browser chrome. Annotation: a #FF4713 rectangle around the 'Workflow diagram' heading.",
P2,image,content_management/workflow_management/view_workflow_list.md,17,img/workflow_content_under_review.png,Content under review,25,removed,"Line 15 fully describes the action and the only non-obvious element - the 'Content under review' tab - is already visible in the tab bar of the retained image on line 13, so this shot is a redundant 'here is the list' capture.",,
P2,image,content_management/content_organization/copy_move_hide_content.md,26,img/multi_file_move.png,Multi-file move,26,done,"Line 24 sends the reader to the Sub-items tab to 'select multiple items, and click Move', but Move exists twice on that screen and the bulk-action toolbar (Upload / Move / Add Locations / Hide / Reveal / Delete) only appears once rows are checked, so the shot shows a state and a location the sentence does not; it also carries 'Ibexa Digital Experience Platform' and 'Ibexa Platform' breadcrumbs and needs human annotation for badges 1-3.","Create two or three dummy sub-items under one of the existing folders. Open that folder's details screen, select the Sub-items tab, tick two rows so the bulk-action toolbar activates. Crop from the breadcrumb and title down through both selected rows so the tab bar, the bulk-action toolbar and the top-right Move button are visible; exclude the left menu. Annotation: badge 1 on the Sub-items tab, 2 on the row checkboxes, 3 on the Move button - needs human annotation.",
P2,image,content_management/content_organization/copy_move_hide_content.md,31,img/multi_file_move_location.png,Multi-file move,26,removed,"Line 28 already names the modal and links to the content browser documentation that explains it, so this generic 'Select destination' capture only illustrates what the sentence states.",,
P2,image,content_management/content_organization/copy_move_hide_content.md,44,img/empty_trash_warning.png,Warning before emptying the trash,26,removed,"The image is the 'send this Content item to Trash' confirmation dialog, not the emptying-the-trash warning its alt text claims, and it is dropped into the middle of a paragraph about restoring items from Trash, which reads perfectly well without it.",,
P2,image,content_management/content_organization/copy_move_hide_content.md,66,img/multi_file_delete.png,Multi-file delete,26,removed,Line 63 is 'Confirm your choice in the pop-up window with the Send to trash button' and the image is exactly that two-button dialog and nothing else.,,
P2,image,content_management/content_organization/copy_move_hide_content.md,72,img/hide_content_icon.png,Hide content icon,26,done,"Line 70 says to click 'Hide in the menu' without revealing that Hide lives behind the three dots icon in the action bar, so the shot supplies a non-obvious location; it needs human annotation for the highlight box around Hide (Snagit unavailable).","Content > Content structure > select a content item, click the three dots icon at the right of the action bar and leave the context menu open. Crop to the action bar (Preview, Edit, Move, Copy, three dots) plus the open menu showing Copy Subtree / Hide / Send to trash; exclude the title and tab bar. Annotation: a #FF4713 rectangle around the Hide entry - needs human annotation.",
P2,image,content_management/content_organization/copy_move_hide_content.md,76,img/schedule_hiding.png,Schedule hiding panel,26,done,"Line 74 mentions only that you 'can choose to Hide later and select and date and time'; the shot shows the Hide now / Hide later radio pair and the inline date-and-time picker that appears, a state and layout the sentence does not convey, and it needs human annotation for badges 1-3.","Content > Content structure > select a content item > three dots > Hide. In the 'Schedule hiding' panel select 'Hide later' and open the date picker so the calendar and the hour/minute row are visible. Crop to the whole Schedule hiding panel from its heading to the Confirm button, keeping the content item screen visible behind it. Annotation: badge 1 on 'Hide later', 2 on the picked date in the calendar, 3 on Confirm - needs human annotation.",
P2,arcade,content_management/content_organization/copy_move_hide_content.md,96,NQXMhcHiPL1dVRT9Eg3u,"Copy, move or hide content",26,removed,All 29 Arcade embeds are being removed; the embed sits after the 'Visibility and permissions' caution box with no sentence introducing it.,,
P2,image,content_management/content_organization/classify_content.md,18,img/sections.png,List of Sections,27,done,"Line 15 says to navigate to 'Content -> Sections' and line 16 that the product 'comes with a few sections' - the shot shows both the non-obvious rail-icon path to that Settings sub-menu and the built-in sections with their identifiers, assigned-content counts and the 'You cannot delete the disabled sections' note relied on by line 21; the current capture is dominated by the old ibexa wordmark. RETAKE NOTE: cropped to end above the un-rebranded ""Ibexa Engage"" menu entry, which is why the shot stops after six section rows. Focus mode had to be switched off for Content > Settings > Sections to appear in the menu.","Click the Content icon in the left rail, then Sections under Settings. Crop from the top bar down the full height of the list so the rail icon, the highlighted Sections menu entry and the first six or seven rows (Name, Identifier, ID, Assigned content) are visible; exclude the browser chrome. Annotation: #FF4713 rectangles around the Content rail icon and the Sections menu entry.",
P2,arcade,content_management/content_organization/classify_content.md,29,QU3fe8uecEBv4NDbPCoc,Create new section,27,removed,All 29 Arcade embeds are being removed; the embed follows the permissions cross-reference on line 27 and has no introducing sentence.,,
P2,image,content_management/content_organization/classify_content.md,36,img/object_state_details.png,Object state details,27,done,Line 34 says only to 'make necessary changes in the Object state details section'; the shot shows how that section actually works - a Group name / Current Object state / Change Object state row with the state drop-down expanded - which the sentence does not convey.,"Disable Focus mode, open a content item and select the Technical details tab, scroll to 'Object state details' and open the 'Change Object state' drop-down for the Lock group so both options and the check mark are visible. Crop to the Object state details block plus the drop-down (the top of the 'Sub-item sorting order' block may remain for context); exclude the rest of the tab.",
P2,image,content_management/content_organization/classify_content.md,42,img/bookmark_icon.png,Bookmark icon,27,removed,Line 40 already states the location exactly - 'clicking the star icon next to the content name' - so the shot only illustrates what the sentence says.,,
P2,image,content_management/content_organization/classify_content.md,47,img/bookmarks.png,Bookmark screen,27,done,"Line 45 says to 'Click Bookmarks in the left menu', but there is no labelled Bookmarks entry: it is an unlabeled star icon near the bottom of the left icon rail, so the shot supplies a location that contradicts the reader's expectation; the current capture also shows the old ibexa wordmark and Ibexa-named content. RETAKE NOTE: the screen is labelled ""Favourites"" on this version, not ""Bookmarks"" - the prose on classify_content.md L43 still says ""Click Bookmarks in the left menu"" and needs updating. The left menu is collapsed to the icon rail so the un-rebranded ""Ibexa Engage"" entry stays out of frame.","Bookmark three of the existing content items (star icon next to the title), then click the star icon near the bottom of the left icon rail. Crop from the top bar down past the list so the star rail icon, the 'Bookmarks' heading and the three rows (Name, Content type, Path) are visible; exclude the browser chrome. Annotation: a #FF4713 rectangle around the star icon in the rail.",
P2,arcade,content_management/content_organization/classify_content.md,49,YntAJoNhClxKurgeOXEt,Manage bookmarks,27,removed,All 29 Arcade embeds are being removed; the embed directly follows the Bookmarks screenshot with no sentence introducing it.,,
P2,image,content_management/content_organization/classify_content.md,59,img/admin_panel_segment_groups.png,Segment groups,27,blocked,"Blocked on rebrand: the shot needs the top bar, the Administration menu with Segments highlighted and the Segment Groups table in one frame, and the un-rebranded 'Ibexa Engage' entry sits between them in the left menu on both instances.","Click the gear (Admin) icon at the bottom of the left rail, then Segments. Crop from the top bar down the full height of the Admin menu so the gear icon, the highlighted Segments entry and the Segment Groups List (2) table (Name, Identifier, Segments under this group) are visible; exclude the browser chrome. Annotation: #FF4713 rectangles around the gear icon and the Segments menu entry.",
P2,arcade,content_management/content_organization/classify_content.md,61,uts6qBWYu0PgNqAjODY0,Work with segments,27,removed,All 29 Arcade embeds are being removed; the embed directly follows the Segment groups screenshot with no sentence introducing it.,,
P2,image,content_management/content_organization/manage_locations_urls.md,25,img/content_with_two_locations.png,Content with two locations,28,done,"This single shot carries three sections at once - the two Content locations rows with the Main radio button (lines 13-20), the Visibility switcher used by 'Hide locations' (line 32) and the 'Swap Locations' block (line 45) - none of which the prose locates; the current capture is full of 'Ibexa Digital Experience Platform' / 'Ibexa Platform' paths.","Pick one of the existing content items, open its Locations tab, click + Add and give it a second location under another folder. Disable Focus mode and capture the Locations tab. Crop from the breadcrumb and title down to the bottom of the Swap Locations block so both location rows with their Path, Main radio, Visibility switcher and Sub-items count are visible; exclude the left menu. Annotation: a #FF4713 rectangle around the Locations tab.",
P2,arcade,content_management/content_organization/manage_locations_urls.md,27,RDr8CRVwZXFu1usGhpJJ,Manage content locations,28,removed,All 29 Arcade embeds are being removed; the embed directly follows the Content locations screenshot with no sentence introducing it.,,
P2,image,content_management/content_organization/manage_locations_urls.md,73,img/Link_manager_sm.png,Link manager tab,28,done,"Line 63 says URL management lives in the 'Admin tab, the URL management node' - reached through the unlabeled gear rail icon - and lines 83-84 discuss the Status and Last checked columns, so the shot supplies both the navigation path and the list structure; the current capture shows the old ibexa wordmark. RETAKE NOTE: left menu collapsed to the icon rail so the un-rebranded ""Ibexa Engage"" entry stays out of frame; that also means the highlighted ""URL management"" menu entry is not visible, only the highlighted Admin rail icon. Four neutral example.com/.org/.net links were seeded.","Add a few external links (in a URL field or inside Rich Text) to the existing content items and publish, so the list is populated. Click the gear (Admin) icon at the bottom of the left rail, then URL management, and stay on the Link manager tab. Crop from the top bar down through four or five link rows so the gear icon, the highlighted URL management entry, the Link manager / URL wildcards tabs, the search and Status filter and the Address / Status / Last checked / Modified columns are visible. Annotation: #FF4713 rectangles around the gear icon and the URL management entry.",
P2,image,content_management/content_organization/manage_locations_urls.md,78,img/link_manager_detail.png,Detail of a link in Link manager,28,done,"Lines 76 and 80 say the reader can see a link's details plus the content items using it and can 'change any link', but the only way to edit is an unlabeled pencil next to the Address, which the shot locates; the current capture is a live 'https://www.ibexa.co/' link and must be reshot with a neutral URL.","Admin > URL management > Link manager > click a link whose URL points at a non-Ibexa external site and which is used by at least two content items. Crop from the breadcrumb and the URL heading down far enough to include the whole Details block (Address with its edit pencil, Status, Last checked, Created, Modified) and the first rows of 'Content item(s) using this URL'; exclude the left menu.",
P2,arcade,content_management/content_organization/manage_locations_urls.md,92,YSkaNNICXH0ipckN2Nxx,Manage URLs,28,removed,All 29 Arcade embeds are being removed; the embed follows the note about editing links and has no sentence introducing it.,,
P2,image,content_management/content_organization/manage_locations_urls.md,100,img/add_new_url.png,Add new URL alias,28,removed,"Line 98 already gives the exact path ('go to the URL tab, and click + Add in the Custom URL aliases for... area') and the capture's own content is an empty-state illustration ('This item has no custom URL aliases'), which the guidelines forbid anyway.",,
P2,image,content_management/content_organization/manage_locations_urls.md,104,img/create_new_url_alias.png,Creating a new URL alias,28,removed,"Lines 106-112 enumerate and explain every option in this modal (Language, Redirect to alias destination, Place at the website root, SiteAccess), so the empty form only illustrates what the text already states.",,
P3,image,ai_actions/work_with_ai_actions.md,21,img/ai_actions_list.png,AI actions in Admin Panel,30,done,"Passes necessity because the prose only says ""navigating to the Admin Panel and selecting AI actions"" without showing where that entry sits in the icon rail, and the shot also frames the status/type filter bar described in the next paragraph; staging has 8 configured AI actions so the page is shootable today, and the current file carries the old Ibexa wordmark.","Log in as admin; click the gear (Admin Panel) icon at the bottom of the left icon rail, then click AI actions in the flyout menu. Capture the full content area from the left icon rail to the right edge of the window, including the breadcrumb, the Create button, the Search/Action type/Status filter row and at least six rows of the ""List (8)"" table (Name, Identifier, Action type, Modification date, Status columns). Exclude the browser chrome. Needs human annotation: a #FF4713 rectangle around the gear icon in the icon rail and a second one around the ""AI actions"" menu entry - cannot be done in Snagit, so hand off to a designer or draw the two boxes manually.",
P3,image,ai_actions/work_with_ai_actions.md,42,img/ai_action_details.png,AI action details,30,done,"Passes necessity because the prose says only ""in the Properties tab, you can see specific settings that modify the prompt"" and the image is what shows that the Settings block sits below Global properties on the read-only details screen; an enabled Refine text action exists on staging so it is shootable.","Admin Panel > AI actions > click the name ""Rewrite in friendly tone"" (or any enabled action) to open its details screen. Crop to the detail card only: breadcrumb, action title with its Refine text subtitle, the Edit/Delete buttons, the Properties/Translations tabs, the Global properties table and the whole Settings block (model, prompt, max_tokens, temperature). Exclude the left menu and the browser chrome. Needs human annotation: a #FF4713 rectangle around the Settings block.",
P3,image,ai_actions/work_with_ai_actions.md,73,img/ai_action_options.png,AI action options,30,done,"Passes necessity because the note at L58-60 (""The default request can be seen at the top of the settings area, on a light blue background"") only makes sense next to a picture of that light blue bar, and the shot shows the Prompt/Model/Max tokens/Temperature fields the bullet list above describes; shootable because AI actions can be opened for editing on staging.","Admin Panel > AI actions > click the Edit (pencil) icon on the ""Rewrite in friendly tone"" row. Scroll to the Settings area and crop to that panel only: the ""Settings"" heading, the light-blue default-request bar (""Refine given text""), and the Prompt, Model, Max tokens and Temperature fields with values filled in. Exclude Global properties, the Save and close / Discard bar and the left menu. Do not save the draft - discard it afterwards.",
P3,arcade,ai_actions/work_with_ai_actions.md,108,4amA1EL6g3fFxSmQoFCp,Work with AI actions,30,removed,"All 29 Arcade embeds are being removed; this one sits directly after the numbered step list with no sentence introducing it, so nothing needs deleting alongside it.",,
P3,image,ai_actions/work_with_ai_actions.md,133,img/taxonomy_source_fields.png,Selecting source fields,30,done,"Passes necessity because step 7 lists four abstract sub-steps (group, types, source fields, target fields) and only the image shows that they are four stacked multi-select fields inside one Fields box; AI actions are configurable on staging, so this is shootable as long as the ""Suggest taxonomy"" action type and the taxonomy-text-to-taxonomy handler appear in the Create pane - if they do not, this row becomes blocked pending the taxonomy suggestions feature being enabled.","Admin Panel > AI actions > Create; set Language, Action type = Suggest taxonomy, Action handler = taxonomy-text-to-taxonomy, click Create. In the Settings area pick a content type group, one content type, two source fields and one target field so no field is empty. Crop to the Settings panel only: the light-blue ""Suggest taxonomy."" bar plus the Fields box with Content type groups, Content types, Source fields and Target fields all populated. Exclude Global properties and the left menu; discard the draft afterwards.",
P3,image,product_catalog/product_catalog.md,15,img/catalog_menu.png,Product catalog in the menu,31,done,"Passes necessity because the prose says only ""Product catalog's features are available from the left-hand menu"" and never enumerates the entries, so the image is what conveys the whole menu group; it needs no product data - the menu renders even though every product page is empty - and the current file shows the old Ibexa logo.","Log in as admin and click the Product catalog icon (the boxes glyph) in the left icon rail so the flyout menu opens. Crop to the icon rail plus the flyout menu column only, from the logo at the top down past Currencies, so Products, Catalogs, Categories and the Settings group (Attribute Groups, Attributes, Product Types, Customer Groups, Currencies) are all legible. Exclude the main content area. Needs human annotation: a #FF4713 rectangle around the Product catalog icon in the rail and around the highlighted menu entry.",
P3,image,product_catalog/product_types.md,30,img/vat_rates_product_details.png,VAT rates in product type's details view,33,done,"Passes necessity because L28 promises you can review fields, attributes and VAT rates ""without having to open it for editing"" and only the image shows that read-only details layout, but staging has NO product types at all and no shop regions with VAT rates, so it needs >=1 product type saved with VAT rates plus >=3 regions configured before it can be shot. RETAKE NOTE: Shot on the local non-SaaS 6.0 instance (localhost:8000) after adding product catalog regions (default, france, germany, united_kingdom) in configuration and a 'Laptop' product type. The details view does not fit tabs, Details and the VAT table in one frame at 1600x1000, so the crop covers the VAT Rates block only - the same scope as the image it replaces.","Once regions and VAT rates are configured and a product type (for example ""Laptop"") exists: Product catalog > Product Types > click the product type name to open its details screen. Crop to the details card: the tabs, the Details block and the full VAT Rates table showing several named regions each with a non-empty VAT rate drop-down. Exclude the left menu and browser chrome.",
P3,image,product_catalog/create_product_types.md,16,create_new_product_type.png,Create new product type,34,removed,"Fails the necessity test: step 1 already spells out the exact path (""In the left panel, go to Product catalog -> Product Types and click Create""), so the shot only pictures a list the reader does not need, and its three numbered badges cannot be reproduced without Snagit.",,
P3,image,product_catalog/create_product_types.md,20,virtual_product_type.png,Selecting a type of product type,34,done,Passes necessity because the drop-down itself is the subject of step 2 and the image is what shows both options (Physical and Virtual) expanded; shootable today since the Create product type pane opens on an empty installation and needs no product data.,"Product catalog > Product Types > Create. In the ""Create product type"" slide-out, click the Type drop-down so both options are visible. Crop to the slide-out pane only: the ""Create product type"" heading, the Type field and the expanded list with Physical and Virtual. Exclude the left menu and the page behind. Discard the pane afterwards.",
P3,image,product_catalog/create_product_types.md,24,create_product_type.png,Defining product type settings,34,done,"Passes necessity because steps 4-6 refer to the Field types, Field definitions, Attributes and VAT rates areas and only this image shows the four-section left nav of the product type editor that those steps move through; shootable today because a draft product type can be opened on an empty installation.","Product catalog > Product Types > Create > choose Physical > Add. In the editor, type a realistic name such as ""Laptop ultrabook"" in Name and leave Identifier/Description visible. Crop to the modal: the editor side nav (Global properties, Field definitions, Attributes, VAT Rates), the ""Editing Physical Product type"" header with Save and close / Discard, and the Global properties fields. Exclude the back-office chrome behind the modal. Discard the draft afterwards.",
P3,image,product_catalog/create_product_types.md,39,img/adding_attributes.png,Adding attributes to a product type,34,done,"Passes necessity because step 5 says to drag attributes ""from the Library area to the Attributes section"" and only the image shows that two-panel spatial relationship, but staging has no product types and an empty attribute library, so it needs >=2 attribute groups (for example ""Hardware"", ""Mouse attributes"") each holding several attributes of mixed types seeded first. RETAKE NOTE: Shot on the local non-SaaS 6.0 instance (localhost:8000) after seeding three attribute groups and nine attributes by migration; two groups dragged into the product type's Attributes section.","After seeding attribute groups and attributes: Product catalog > Product Types > Create (or Edit an existing type) > open the Attributes step. Drag one attribute group from the Library panel into the Attributes section so at least two groups with several rows are listed. Crop to the Attributes section and the Library panel side by side, showing the Name/Type/Required field/Used for product variants columns and the draggable attribute cards in the Library. Exclude the editor header and the left menu.",
P3,image,product_catalog/create_product_types.md,50,vat_rates_product_type.png,Assigning VAT rates,34,done,"Passes necessity because step 6 and the tip below it refer to a VAT rates area with a search field and per-region rates that the prose never lays out, but staging has no shop regions or VAT rates configured, so it needs >=3 regions with VAT rates set up by a developer before the table can show anything. RETAKE NOTE: Shot on the local non-SaaS 6.0 instance (localhost:8000). Highlight around the search field drawn with ImageMagick rather than Snagit.","After regions and VAT rates are configured: Product catalog > Product Types > Create or Edit a product type > VAT Rates step. Crop to the VAT Rates panel only: the heading, the hint line, the search field and the Region/VAT Rate table with at least three named regions showing selected rates such as standard (19.00%). Exclude the rest of the editor. Needs human annotation: a #FF4713 rectangle around the search field.",
P3,image,product_catalog/work_with_product_attributes.md,48,img/create_new_attribute.png,Create new attribute,35,removed,"Fails the necessity test: step 1 already gives the exact path (""In the left panel, click Product catalog -> Attributes and click Create""), so the full-page list shot adds nothing, and its three numbered badges cannot be reproduced without Snagit.",,
P3,image,product_catalog/work_with_product_attributes.md,52,img/attribute_types.png,Attribute types,35,removed,"Fails the necessity test: the bullet list at L13-23 already enumerates every attribute type with a description, so a picture of the same list in a drop-down only repeats the prose.",,
P3,image,product_catalog/work_with_product_attributes.md,70,img/measurement_types.png,Measurement types,35,done,"Passes necessity because step 6 says only ""select either of the measurement types and a base unit"" without naming the measurement types, so the expanded drop-down is the subject and carries information the prose omits; shootable today because creating one attribute group and one Measurement attribute needs no products or product types. RETAKE NOTE: the Measurement Type list scrolls inside a fixed-height panel, so only the first five shipped types (Length, Area, Mass, Pressure, Speed) fit in the open drop-down. An attribute group ""Hardware"" was created; the attribute itself was not saved.","Product catalog > Attribute Groups > Create one group (for example ""Hardware""). Then Product catalog > Attributes > Create > choose ""Measurement (single)"" > Add. Fill Name and Identifier, select the group, then open the Measurement type drop-down so all shipped measurement types are visible. Crop to the attribute form region containing the Measurement type drop-down fully expanded plus the base unit field; show all options of the drop-down and do not cut the list. Exclude the left menu. Discard afterwards if the attribute is not wanted.",
P3,image,product_catalog/manage_currencies.md,12,img/manage_currencies.png,Manage currencies,36,removed,"Fails the necessity test: L10 already states the path (""in the left panel, go to Product catalog -> Currencies"") and L14 already states that the system contains a list of currencies, so this is a decorative ""here is the list"" shot.",,
P3,image,product_catalog/manage_currencies.md,17,img/enable_currency.png,Enabling a currency,36,done,"Passes necessity because L15 says only ""edit and enable them"" and the image is what shows that enabling happens through an Enable currency toggle inside the editing screen rather than from the list; shootable today since currencies are independent of products and a currency can be created in-form if the list is empty. RETAKE NOTE: the Enable currency toggle was switched on for the shot only - the EUR currency was not saved.","Product catalog > Currencies > click the Edit (pencil) icon on the EUR row (if the list is empty, click Create and enter code EUR with 2 fractional places first). Crop to the editing panel: the ""Editing currency"" header with the currency code, the Save and close / Discard buttons, the Code and Number of fractional places fields, and the Enable currency toggle switched On. Exclude the left menu. Needs human annotation: a #FF4713 rectangle around the Enable currency toggle.",
P3,image,product_catalog/products.md,39,img/product_completeness_bar.png,Quick view of product completeness,37,done,"Passes necessity because L37 says the progress bar sits ""under the product name"" - a location and a visual state (a part-filled gradient bar with a percentage) that words do not convey - but staging has ZERO products and no product types, so it needs >=1 product type plus 1 deliberately incomplete product (some fields, no prices) seeded first. RETAKE NOTE: Shot on the local non-SaaS 6.0 instance (localhost:8000) on the seeded 'Ultrabook Pro 14' product. Highlight drawn with ImageMagick rather than Snagit.","After seeding a product type and a partly filled product: Product catalog > Products > click the product name to open its view. Crop to the top of the product view: breadcrumb, product name with its product code pill, and the completeness progress bar with its ""NN% complete"" label, down to and including the Details/Attributes/Assets/Variants/Prices/URL/Translations/Completeness tab strip. Exclude the left menu. Needs human annotation: a #FF4713 rectangle around the progress bar.",
P3,image,product_catalog/products.md,52,img/product_completeness.png,Product completeness screen,37,done,"Passes necessity because L54 tells the reader to click an Edit button ""next to an unfinished task in the Completeness table"", which is a layout the bullet list above does not convey, but staging has ZERO products so it needs >=1 product type and 1 product with a mix of completed and missing tasks (content, attributes, assets, variants, availability, prices, translations). RETAKE NOTE: Shot on the local non-SaaS 6.0 instance (localhost:8000); Content group is 3/4 complete so both a finished and an unfinished task are visible.","After seeding a partly complete product: Product catalog > Products > open the product > Completeness tab. Crop to the Completeness table so the task rows, their done/missing state and the per-row Edit buttons are all legible, with at least one finished and one unfinished task visible. Exclude the left menu and the browser chrome.",
P3,image,product_catalog/create_edit_product.md,30,img/edit_product.png,Products list with action buttons,38,done,"Passes necessity because step 3 refers to both the ""Category filter"" tree and the Edit button ""next to a name of the product item"" and only the image shows that these sit side by side in the product list, but staging has ZERO products, ZERO product types and only the root taxonomy entry, so it needs 1 product type, >=3 products and a small product category tree seeded. RETAKE NOTE: Shot on the local non-SaaS 6.0 instance (localhost:8000) with three seeded products and a seeded category tree.","After seeding: Product catalog > Products. Crop to the Products page content area: the Category filter tree on the left of the list, the search/filter row, and at least three product rows with their per-row Edit (pencil) buttons visible at the right, plus the Create button in the top right. Exclude the left menu and browser chrome.",
P3,image,product_catalog/create_edit_product.md,34,img/create_new_product.png,Creating a new product,38,done,"Passes necessity because step 4 says to ""select the language and the product type"" and the image shows that this happens in a small two-field pane with an Add button rather than on the product form, but the product type list would be empty on staging, so it needs >=1 product type seeded. RETAKE NOTE: Shot on the local non-SaaS 6.0 instance (localhost:8000). The button in this version is labelled Create, not Add.","After seeding a product type: Product catalog > Products > Create. Crop to the ""Create product"" pane only, with the Language drop-down set to a real language and the Product type drop-down showing a real product type name, plus the Add button. Keep the Products list faintly visible behind the pane so the parent screen is identifiable. Discard afterwards.",
P3,image,product_catalog/create_edit_product.md,39,img/create_product.png,Editing product information,38,done,"Passes necessity because step 5 mentions that ""fields marked with an asterisk (*) are required"", a visual convention only the image shows, but staging has no product types so there is no product form to open; it needs 1 product type with name, specification and description fields plus attributes. RETAKE NOTE: Shot on the local non-SaaS 6.0 instance (localhost:8000). The Attributes section is a separate anchor section and does not fit under the content fields at 1600x1000, so the crop covers the filled content fields.","After seeding a product type: Product catalog > Products > Create > pick language and product type > Add. Fill the content fields with realistic dummy data (for example name ""Laptop ultrabook"", a short specification and description). Crop to the product editing form showing the filled content fields with the asterisks on required labels and the top of the Attributes section. Exclude the left menu; discard the draft afterwards.",
P3,image,product_catalog/create_virtual_product.md,25,virtual_product_type.png,Creating virtual product type,39,removed,"Fails the necessity test: it is the identical file already used for the same step in create_product_types.md (L20), and step 2 here already says to choose ""Virtual"" from the drop-down, so the duplicate adds nothing.",,
P3,image,product_catalog/create_virtual_product.md,41,virtual_product.png,Creating virtual product,39,removed,"Fails the necessity test: L37-39 already state that virtual products are created exactly like physical ones and that you pick the virtual product type, so a one-row product list is a decorative ""here is what it looks like"" shot.",,
P3,image,product_catalog/create_virtual_product.md,48,virtual_product_purchase.png,Virtual product purchasing,39,removed,"Fails the necessity test: L45-46 already state that a virtual product needs only a billing address and a payment method, and the shot is a demo storefront checkout rather than back-office UI (no storefront is reachable on staging either).",,
P3,image,product_catalog/work_with_product_assets.md,12,img/product_assets.png,Adding assets to a product,40,done,"Passes necessity because L10 describes three alternative ways to add an asset (browse, drag and drop, pick from the image library) and only the image shows that they share one Assets drop zone, but staging has ZERO products and ZERO images in Media/Images, so it needs 1 product type, 1 product and several images uploaded to the image library. RETAKE NOTE: Shot on the local non-SaaS 6.0 instance (localhost:8000) with four generated product images uploaded to the product's Assets tab.",After seeding a product and image library content: Product catalog > Products > open a product > Assets tab. Crop to the Assets tab panel showing the drop zone / browse control and at least three already-attached image thumbnails so the shot is not empty. Exclude the left menu and browser chrome.,
P3,image,product_catalog/work_with_product_assets.md,20,img/product_assets_collections.png,Product asset collection,40,done,"Passes necessity because L14-18 explain that a collection ""corresponds to specific values of attributes"" and the image is what shows a collection header naming those attribute values above its thumbnails, but staging has ZERO products and no images, so it needs 1 product type with variant-enabled attributes, 1 product with >=2 variants, and several uploaded images grouped into collections. RETAKE NOTE: Shot on the local non-SaaS 6.0 instance (localhost:8000); two asset collections mapped to Memory/Colour variant attribute values.","After seeding: Product catalog > Products > open a product that has variants > Assets tab. Crop to one asset collection: its header showing the attribute values it maps to and the row of image thumbnails inside it, with the start of a second collection visible for context. Exclude the left menu.",
P3,image,product_catalog/work_with_product_assets.md,24,img/collection_dnd.png,Moving assets between collection with drag and drop,40,done,"Passes necessity because L22 says only ""you can move assets between collections using drag and drop"" and a mid-gesture shot is the only way to show the drag affordance and drop target, but staging has ZERO products and ZERO images so it needs a product with >=2 asset collections and several images before the gesture can be staged. RETAKE NOTE: Shot on the local non-SaaS 6.0 instance (localhost:8000); captured mid-drag with Playwright, so the drag ghost and the emptied source slot are both real UI state. No arrow annotation was added.","After seeding: Product catalog > Products > open a product with variants > Assets tab. Start dragging one image thumbnail from one collection towards another and capture while the drag ghost and the highlighted drop target are both on screen. Crop to the two collections involved. Needs human annotation to mark the source and target (an arrow or cursor), which cannot be reproduced without Snagit.",
P3,image,product_catalog/work_with_product_variants.md,12,img/product_type_attr_used_for_variants.png,Product type definition with attributes used for variants,41,done,"Passes necessity because L10 tells the reader to ""mark the attribute as Used for product variants"" and only the image shows that this is a per-row toggle in the product type's Attributes table next to Required field, but staging has no product types and an empty attribute library, so it needs 1 product type with >=2 variant-enabled attributes seeded. RETAKE NOTE: Shot on the local non-SaaS 6.0 instance (localhost:8000); Memory and Colour have 'Used for product variants' on. Note: the toggle label text only updates after a page reload - in the editor before saving it reads 'Off' next to a green toggle.","After seeding: Product catalog > Product Types > Edit a product type > Attributes step. Switch the ""Used for product variants"" toggle On for at least two attributes. Crop to the Attributes table rows showing the Name, Type, Required field and Used for product variants columns with the variant toggles visibly On. Exclude the Library panel and the left menu.",
